29,Association of Medical Doctors of Asia,N/A,http://www.amdainternational.com/,N,N,N,Y,Y,Y
30,"Austin Smiles, The Austin Plastic Surgery Foundation",info@austinsmiles.org,http://www.austinsmiles.org/?nd=past_missions,Y,N,N,Y,Y,N
31,Australian Doctors International,N/A,http://www.adi.org.au/,N,Y,N,N,Y,N
32,Bambini Cardiopatici Nel Mondo,info@bambinicardiopatici.it,http://www.bambinicardiopatici.it/en/,Y,Y,N,Y,Y,N
33,Baptist Global Response,https://gobgr.org/contact,https://gobgr.org/prayer/prayer_detail/sanyati-baptist-hospital-extreme-makeover,N,Y,N,N,Y,N
34,"Baptist Medical Centre (Nalerigu, Ghana)",mamprusi_hmt@yahoo.com,http://www.baptistmedicalcenter.org/,N,Y,N,N,Y,N
35,Baptist Medical Dental Fellowship,cbm@bmdf.org,http://www.bmdf.org/,N,Y,N,Y,Y,N
36,Baptist Medical Dental Missions,info@bmdmi.org,http://www.bmdmi.org/,N,Y,N,Y,Y,N
37,Baptist Medical Missions International,bmaam@bmaam.com,https://www.facebook.com/pages/Baptist-Medical-Missions-International-BMMI/119501195853,Y,N,N,Y,N,N
38,Baptist Mid-Missions,info@bmm.org,http://www.bmm.org,N,Y,N,N,Y,N
39,Beeve Eye Foundation,N/A,http://www.fiji4sight.org/,Y,N,N,Y,Y,N
40,Benevolent Missions International,info@eyemissons.com ,http://www.eyemissions.com,Y,Y,N,Y,Y,N
41,"Berega Hospital (Tanzania, Africa)",http://beregahospital.org/,http://en.wikipedia.org/wiki/Berega_Mission_Hospital,N,Y,N,N,Y,N
42,BethanyKids,dan_poenaru@bethanykids.org,http://www.bethanykids.org,N,Y,N,N,Y,N
43,Bex Hospital Unified Health Systems,N/A,http://www.bexhospital.org ,N,Y,N,N,Y,N
44,Bidada,N/A,http://www.bidada.com,N,Y,N,Y,Y,N
45,Board of World Missions of the Moravian Church,bwm@mcsp.org,http://www.moravianmission.org,N,Y,N,N,Y,N
46,Bongolo Hospital,https://www.facebook.com/groups/56734166933/?ref=ts&fref=ts,http://www.bongolohospital.org/,N,Y,N,N,Y,N
47,British Foundation for International Reconstructive Surgery and Training,info@bfirst.org.uk,http://bfirst.org.uk,Y,N,N,Y,Y,N
48,"Burn Advocates Network, Ltd.",N/A,http://burnadvocates.org,N,Y,N,Y,Y,N
49,C.A.S.A. (Centro Para los Adolescentes de San Miguel de Allende),nadinemexico@aol.com,http://www.casa.org.mx/,N,Y,N,N,Y,N
50,C.E.R.T Intl (Christian Emergency Relief Teams),cert@certinternational.org,http://www.certinternational.org/,N,N,N,Y,Y,Y
51,CADRE-India,cadreindia@gmail.com,http://www.cadreindia.org.in,N,Y,N,N,Y,N
52,Cambodian Acid Survivors Charity,jimc@csc.org,http://thecasc.org ,N,Y,N,N,Y,N
53,Canadian Friends of Aniquem Health Development Corporation (CAFA),cafa@friendsofaniquem.org,http://www.friendsofaniquem.org,N,N,N,Y,Y,N
54,Canadian Network for International Surgery,office@cnis.ca,http://www.cnis.ca,Y,N,N,Y,Y,N
55,Canadian Reconstructive Surgery Foundation,info@evolutionlaser.ca,http://www.thecrsf.ca/,Y,N,N,Y,N,N
56,CardioStart International,N/A,http://cardiostart.org,Y,N,N,Y,Y,N
57,Cardiothoracic Associates,contact@jmarkmoralesmd.com,http://jmarkmoralesmd.com/international-outreach/,Y,N,N,Y,Y,N
58,"Caring Partners International, Inc",http://www.caringpartners.org/contact-us/,http://www.caringpartners.org/about-us/,N,N,N,Y,Y,N
59,Catholic Medical Mission Board (CMMB),ljavier@cmmb.org ,http://www.cmmb.org/volunteering-us,N,N,N,Y,Y,N
60,Central American Relief Efforts,carelief07@gmail.com,http://carelief.org/,N,N,N,Y,Y,N
61,Centre Medical Beraca c/o Messengers in Action,ufmlpnt@maf.org,http://www.messengersinaction.org/projects/beraca-medical-center/,N,Y,N,Y,Y,N
62,Centura Global Health Initiatives,GHIinfo@centura.org,http://www.centuraglobalhealth.org/CGH/Home/,N,N,N,Y,Y,N
63,Chain of Hope,info@chainofhope.org,http://www.chainofhope.org,Y,Y,N,Y,Y,N
64,Chaine de l’Espoir,N/A,http://www.chainedelespoir.org,N,Y,N,Y,Y,N
65,Children & Charity International (CAC),info@childrenandcharity.org,http://www.childrenandcharity.org/international.php,N,N,N,Y,Y,N
66,Children of China Pediatrics Foundation,info@chinapediatrics.org,http://www.chinapediatrics.org,N,N,N,Y,Y,N
67,Children of the Andes Ecuador,ampialbuja2000@hotmail.com,http://www.children-of-the-andes-ecuador.org,N,Y,N,N,Y,N
68,Children of the Nations,https://cotni.org/about-cotn/contact-us,http://www.cotni.org/,N,Y,N,Y,Y,N
69,Children's Fund of Ethiopia,http://www.cfethiopia.org/form/,http://www.cfethiopia.org/,Y,N,N,Y,Y,N
70,Children's Heartlink,andreas@childrensheartlink.org,http://www.childrensheartlink.org/,Y,Y,N,Y,Y,N
71,Children's Surgery International,http://www.childrenssurgeryintl.org/contact-us,http://www.childrenssurgeryintl.org/,Y,N,N,Y,Y,N
72,Children's Surgical Centre,info@csc.org,http://csc.org,Y,Y,N,N,Y,N
73,Christian Blind Mission International,contact@cbm.org,http://www.cbm.org/,N,Y,N,Y,Y,N
74,Christian Hospital Tank,admin@christianhospitaltank.org,https://christianhospitaltank.org/,N,Y,N,N,Y,N
75,"Christian Medical College and Hospital (Ludhiana, Punjab, North India)",info@friendsofludhiana.org.uk,http://www.friendsofludhiana.org.uk/,N,Y,N,N,Y,N
76,Christian Medical Ministry to Cambodia,http://cmmcjh.com/contact/,http://cmmcjh.com/volunteer/,N,Y,N,Y,Y,N
77,Cinterendes,info@cinterandes.org,http://www.cinterandes.org/index.php/en/,Y,N,Y,Y,Y,N
78,CIRPLAST,navarroelvira@yahoo.com,http://www.cirugiaplastika.com/cirplast.html,Y,N,N,Y,Y,N
79,Clear Path International,info@cpi.org,http://cpi.org/,N,Y,N,Y,Y,Y
80,"Clinica Evangelica Morava, Ahuas, Honduras",office@inmed.us,http://www.inmed.us/clinica-evangelica-morava-ahuas-honduras/,N,Y,N,N,Y,N
81,"Clinica Misional ""Nuestra Señora de Guadalupe""",padre.jorge.nigsch@guadalupe-ec.org,http://www.guadalupe-ec.org/CLINIC/clinic_en.html,N,N,N,Y,Y,N
82,Coeurs pour tous (Hearts for All),"http://www.coeurspourtous.ch/fr/presentation/formulaire-de-contact.html?alias=contact, http://www.totalgiving.co.uk/charity/hands-for-life",http://www.coeurspourtous.ch/,Y,N,N,Y,Y,N
83,Community Coalition for Haiti,info@cchaiti.org,http://cchaiti.org/,N,Y,N,Y,Y,N
84,Comprehensive Community Based Rehabilitation Tanzania,recruitment@ccbrt.or.tz,http://www.ccbrt.or.tz/home/,N,Y,N,N,Y,N
85,Congenital Heart Intervention Mission Support,damien_kenny@rush.edu,http://www.chimsupport.com/resources/chims_volunteer_sheet.pdf,Y,N,N,Y,Y,N
86,Congo Partnership,jonbaker@comcast.net ,http://www.congo-mission.com/,N,N,N,Y,Y,N
87,Converge Worldwide (formerly Baptist General Conference),greynolds@baptistgeneral.org,http://www.convergeworldwide.org/about,N,Y,N,N,Y,N
88,CRUDEM (Center for Rural Development in Milot Foundation),info@crudem.org,http://www.crudem.org/,N,Y,N,Y,Y,N
89,Curamericas,maria@curamericas.org,http://www.curamericas.org,N,Y,N,N,Y,N
90,"CURE International, Inc.",info@cure.org,www.cure.org,N,Y,N,N,Y,N
91,Deepshikha Mahila Bal Utthan Samiti,info@dsmbus.com,http://www.dsmbus.com/about.html#about,N,N,N,Y,Y,N
92,Doctors for United Medical Missions,drumm@healingdrumm.org ,http://www.healing-drumm.org/,N,N,N,Y,N,N
93,Doctors On Call For Service,cheryl.bremer@docs.org,http://www.docs.org/cme.html,N,N,N,Y,Y,N
94,Doctors Worldwide,info@doctorsworldwide.org,http://www.doctorsworldwide.org,N,Y,N,Y,Y,Y
95,Edinburgh Medical Mission Society,info@emms.org,http://www.emms.org/,N,Y,N,N,Y,N
96,Edna Adan Maternity Hospital & Foundation,N/A,http://www.ednahospital.org ,N,Y,N,N,Y,N
97,EMERGENCY: Life Support for Civilian Victims of War and Poverty,info@emergencyusa.org,http://www.emergencyusa.org ,N,Y,N,Y,Y,Y
98,Emmanuel Hospital Association,N/A,http://www.eha-health.org,N,Y,N,Y,Y,N
99,ESAF Hospital and Research Centre,esafhq@esaf.in,http://www.esafindia.org/esaf-group-of-institutions/esaf-healthcare-services-p-ltd.html,N,Y,N,Y,Y,N
100,Esperança,info@esperanca.org,http://www.esperanca.org,N,N,N,Y,Y,N
101,Exploring Global Health Opportunities,http://egho.co.uk/contact/ (no email provided),http://egho.co.uk/,N,N,N,Y,Y,N
102,Eye Care Foundation,N/A,http://eyecarefoundation.eu/,Y,Y,N,Y,Y,N
103,"EyeCare WeCare Foundation, Inc.",info@eyecarewecare.org,http://www.eyecarewecare.org/,Y,N,N,Y,Y,N
104,F.O.C.U.S (Foreign Opthalmologic Care from the US),marimill@uic.edu,http://focuseye.org/index.php,Y,Y,N,Y,Y,N
105,Facing Africa Noma Ltd. ,chris@facingafrica.org,http://www.facingafrica.org/get-involved/medical-volunteers/,Y,N,N,Y,Y,N
106,Facing the World,info@facingtheworld.org.uk,http://facingtheworld.net/,Y,N,N,Y,Y,N
107,Faith In Practice,info@faithinpractice.org,http://faithinpractice.org/,N,N,N,Y,Y,N
108,Feet First Worldwide,info@feetfirstworldwide.com,http://www.feetfirstworldwide.com/,Y,N,N,Y,Y,N
109,Fellowship of Associates of Medical Evangelism (FAME),FAME@FAMEworld.org,https://www.fameworld.org/,N,N,N,Y,Y,N
110,FIDR,fidr@fidr.org.kh,http://www.fidr.or.jp/english/activity/field_medical.html,N,Y,N,N,Y,N
111,For Hearts and Souls,http://forheartsandsouls.org/contact/,http://forheartsandsouls.org/,Y,N,N,Y,Y,N
112,Foundation for International Education in Neurological Surgery,info@fiens.org,http://www.fiens.org/,Y,N,N,Y,Y,N
113,Foundation for Reproductive and Tropical Health (FORTH),http://forthorg.webs.com/contactus.htm,http://forthorg.webs.com/,N,Y,N,N,Y,N
114,Foundation of Orthopedics and Complex Spine,http://www.orthofocos.org/contact-us-usa/,http://www.orthofocos.org/,Y,Y,N,Y,Y,N
115,Foundation Supporting a National Trauma Service in Sri Lanka,coordinator@projectbeap.org,http://www.projectbeap.org/,Y,Y,N,N,Y,N
116,Free surgical camp (Friends of Christ in India),FriendsOfChristInIndia@yahoo.com,http://freesurgicalcamp.com/,Y,Y,N,Y,Y,N
117,Freedom from Fistula Foundation,info@freedomfromfistula.com,http://www.freedomfromfistula.com/,Y,Y,N,Y,Y,N
118,Friends fo Fiji Heart Foundation,http://www.friends-of-fiji-heart-foundation.org.nz/how-you-can-help,http://www.friends-of-fiji-heart-foundation.org.nz/,Y,N,N,Y,Y,N
119,"Friends of Barnabas Foundation, Inc.",info@fobf.org,http://www.fobf.org/,N,N,N,Y,Y,N
120,Friends of Good Samaritan,N/A,http://test.friendsgoodsamaritan.org/,Y,N,N,Y,Y,N
121,Friends Without a Border,fwab@fwab.org,https://www.fwab.org/,N,Y,N,N,Y,N
122,Fundacio´n Aldo Castaneda,fundac@bpalaw.net,http://www.fundacionaldocastaneda.org/,Y,Y,N,N,Y,N
123,Ganta Hospital (Liberia)- United Methodist Committee on Relief,queen.miller@yahoo.com,http://gbgm-umc.org/umcor/04/gantareopensmarch15.stm,N,Y,N,N,Y,N
124,"Gift of Life International, Inc.",rraylman@aol.com,http://www.giftoflifeinternational.org/,Y,Y,N,Y,Y,N
125,Global Burn Care and Reconstructive Institute,margrit.elliot@gmail.com,http://globalburncare.org/,Y,Y,N,Y,Y,N
126,Global Clinic,http://globalclinic.snappages.com/contact-us.htm,http://globalclinic.snappages.com/locations.htm,Y,Y,N,Y,Y,N
127,Global ENT Outreach,http://www.geoutreach.org/page9/page9.php,http://www.geoutreach.org/,Y,N,N,Y,Y,N
128,Global Eye Mission,ContactUs@GlobalEyeMission.org,http://globaleyemission.org/,Y,Y,N,Y,Y,N
129,Global Healing,contact@globalhealing.org,http://www.globalhealing.org ,N,Y,N,N,Y,N
130,Global Health Ministries,office@ghm.org,http://www.ghm.org/index.php/tanzania/63-projects/131-tanzania,N,Y,N,N,Y,N
131,Global Health Outreach (Christian Medical & Dental Associations),Main@CMDA.org,https://cmda.org,N,N,N,Y,Y,N
132,Global Health Volunteers (previously known as Global Health Ministry),mmcginley@globalhealthministry.org ,http://www.globalhealthvolunteers.net/,N,N,N,Y,Y,N
133,Global Medical Missions,info@GlobalMedicalMissions.org,http://globalmedicaleducation.org/,N,Y,N,Y,Y,N
134,Global Pediatric Surgery,editor@globalpaediatricsurgery.org,http://globalpaediatricsurgery.org/,Y,N,N,Y,Y,N
135,Global Smile Foundation,info@gsmile.org,http://www.gsmile.org/abidjan.htm,Y,N,N,Y,Y,N
136,Go International,https://www.facebook.com/gointernationalwilmore,http://gointernational.org/nigeria-medical-team/,N,N,N,Y,Y,N
137,Gondar (Ethiopia) eye surgery,carolineholtwilson@googlemail.com,http://gondareyesite.com/,Y,Y,N,N,Y,N
138,Good Samaritan Medical Ministry,http://gsmedicalministry.org/contact.htm,http://gsmedicalministry.org/,N,N,N,Y,Y,N
139,Hackett Hemwall Foundation,mdoherty@wisc.edu,http://www.hacketthemwall.org/,N,N,N,Y,Y,N
140,Hamlin Fistula-U.S. Trust,http://hamlinfistulausa.org/contact-us/,http://hamlinfistulausa.org/,Y,Y,N,N,Y,N
141,Handa Foundation,info@thehandafoundation.org,http://www.thehandafoundation.org/,N,Y,N,N,Y,N
142,Hands Across the World,haw@drpap.com,http://www.handsacrossworld.com/,Y,N,N,Y,Y,N
143,Hands Up for Haiti,info@handsupforhaiti.org,http://www.handsupforhaiti.org/,N,N,N,Y,Y,N
144,HBS Foundation (Limbe Haiti),hbsfl@att.net,http://www.hbslimbe.org/index.php,N,Y,N,N,Y,N
145,HCJB Global (reachbeyond.org),info@reachbeyond.org,https://reachbeyond.org/advocacy/review/awareness/12638,N,N,N,Y,Y,N
146,HEAL Africa,contact-us@healafrica.org,http://www.healafrica.org/,N,Y,N,Y,Y,N
147,Healing Hands for Haiti Foundation,RicheZamor@healinghandsforhaiti.org,http://www.healinghandsforhaiti.org/,N,N,N,Y,Y,N
148,Healing Hearts Northwest,HHNW@earthlink.net,http://healingheartsnorthwest.com/,Y,N,N,Y,Y,N
149,Healing Little Hearts,info@healinglittlehearts.org.uk,http://www.healinglittlehearts.org.uk/about/,Y,N,N,Y,Y,N
150,Healing the Children,http://healingthechildren.org/contact.html,http://healingthechildren.org/,N,N,N,Y,Y,N
151,Health In Sight (Roatan),N/A,http://www.healthinsightministry.org/what-we-do/,N,Y,N,N,Y,N
152,Health Talents International,HTIRick@aol.com,http://www.healthtalents.org/,N,Y,N,Y,Y,N
153,Health Volunteers Overseas,info@hvousa.org,https://hvousa.org/ourwork/programs/orthopaedics/,N,N,N,Y,Y,N
154,HealthCare Nepal,N/A,http://www.healthcarenepal.org/,N,N,N,Y,Y,N
155,Heart Care International,info@heartcareintl.org,http://www.heartcareintl.org/,Y,N,N,Y,Y,N
156,Heartbeat International,connect@HeartbeatSavesLives.org,https://www.heartbeatsaveslives.org/our-heart-centers/3/2/1/page.htm,N,Y,N,N,Y,N
157,Hearts and Minds of Ghana,heartsandmindsofghana@gmail.com,https://www.facebook.com/pages/Hearts-and-Minds-of-Ghana/173387382711009?sk=timeline,Y,Y,N,N,Y,N
158,Hearts of East Africa,heartsofeastafrica@gmail.com,https://heartsofeastafrica.squarespace.com/,Y,N,N,Y,Y,N
159,Hearts with Hope,info@heartswithhope.org,http://heartswithhope.org/home/,Y,N,N,Y,Y,N
160,Hearts Without Boundaries,PeterChhun@heartswithoutboundaries.org ,http://heartswithoutboundaries.org/,Y,N,N,Y,Y,N
161,Helen Keller International,info@hki.org ,http://www.hki.org/,N,N,N,Y,Y,N
162,Help Me See Inc. (HMS),admin@helpmesee.org,www.helpmesee.org,Y,Y,N,N,Y,N
163,Helping Hands Medical Missions,mission@hhmm.org,http://www.hhmm.org/,N,N,N,Y,Y,N
164,Helps International,info@helpsinternational.com,https://helpsintl.org/,N,N,N,Y,Y,N
165,Hernia Help Now,info@herniahelpnow.org,http://herniahelpnow.org/,Y,N,N,Y,Y,N
166,Himalayan Cataract Project,info@cureblindness.org,http://www.cureblindness.org/,Y,Y,N,Y,Y,N
167,Himalayan Health Care,info@himalayanhealthcare.org,http://www.himalayan-healthcare.org/healthcare,N,Y,N,N,Y,N
168,HIS Foundation,HISFound@aol.com,http://clientsv1.charityadvantageservers.com/client/HISFoundationUSA/medical.aspx,N,N,N,Y,Y,N
169,Holley Memorial Hospital- Mission Africa,info@missionafrica.org.uk,http://www.missionafrica.org.uk/ministries/41/holley-hospital,N,Y,N,N,Y,N
170,"Honduras Outreach, Inc. (HOI)",info@hoi.org,http://hoi.org/,N,N,N,Y,Y,N
171,HOPE worldwide,hope.worldwide@hopeww.org,http://www.hopeww.org/,N,Y,N,N,Y,N
172,Hopital Albert Schweitzer,info@hashaiti.org,http://hashaiti.org/,N,Y,N,N,Y,N
173,Hopital Alma Mater,comitegestionham@gmail.com,http://www.hopitalalmamater.org/,N,Y,N,N,Y,N
174,Hopital San Carlos,hospitalsancarlos1976@gmail.com,http://www.hospitalsancarlos.org/,N,Y,N,N,Y,N
175,Hopitaly Vaovao Mahafaly,http://mandritsara.org.uk/contacts/contact-mandritsara-team-leader/,http://mandritsara.org.uk/,N,Y,N,N,Y,N
176,Hospital de la Familia Foundation,https://www.hospitaldelafamilia.com/contact,https://www.hospitaldelafamilia.com/,N,Y,N,N,Y,N
177,"Hospital Vozandes Quito (Quito, Ecuador)",http://www.hospitalvozandes.org/contactenos.html,www.hospitalvozandes.org/,N,Y,N,N,Y,N
178,House of Charity,info@houseofcharity.com,http://www.houseofcharity.com/,Y,N,N,Y,Y,N
179,Hrudaya Cure A Little Heart Foundation,hrudaya.foundation@gmail.com,http://hrudaya.com/,Y,Y,N,N,Y,N
180,Humanitera,http://humani-terra.org/en/index.php/contact-us,http://www.humani-terra.org/en,N,Y,N,Y,Y,Y
181,Hyderabad Cleft Society,contact@craniofacialinstitute.org,http://craniofacialinstitute.org/,Y,Y,N,N,Y,N
182,IHH,info@ihh.org.tr,http://www.ihh.org.tr/en,N,Y,N,Y,Y,Y
183,IMAHelps,ines@imahelps.org,http://www.internationalmedicalalliance.org/,Y,N,N,Y,N,N
184,Impact Health Vietnam,http://www.impacthealthvietnam.org/contact/,http://www.impacthealthvietnam.org/,N,N,N,Y,Y,N
185,Interchurch Medical Assistance Group,imainfo@imaworldhealth.org,http://imaworldhealth.org/ntds/,N,Y,N,N,Y,N
186,Interface ,interface-2002@sbcglobal.net,http://www.interfacekids.org/,Y,N,N,Y,Y,N
187,Interface Uganda,http://www.interfaceuganda.org/contact,http://www.interfaceuganda.org/,Y,N,N,Y,Y,N
188,"Intermed International, Inc. ( Dooley Foundation)",info@dooleyintermed.org,http://www.dooleyintermed.org/,N,Y,N,N,Y,N
189,International Children’s Heart Fund,atpezzella@hotmail.com,http://www.ichfund.org/,Y,N,N,Y,Y,N
190,International Children’s Medical Foundation,ICMFHope@Aol.Com,http://www.international-childrens-medical-foundation.com/,Y,N,N,Y,N,N
191,International Children's Heart Foundation,Info@babyheart.org,http://babyheart.org/,Y,N,N,Y,Y,N
192,International Children's Surgical Foundation ,info@icsfoundation.org,http://www.icsfoundation.org/,Y,N,N,Y,Y,N
193,International College of Surgeons,info@icsglobal.org,https://www.icsglobal.org/about/surgical_teams/index.asp,Y,N,N,Y,N,Y
194,International Federation of Red Cross and Red Crescent Societies,http://www.ifrc.org/en/Contact-us/,http://www.ifrc.org/,N,Y,N,Y,Y,Y
195,International Health Volunteers,ihcvinfo@gmail.com,http://www.ihcv.org/,N,N,N,Y,N,N
196,International Medical Assistance,jeff@chosenima.org,http://www.chosenima.org/,N,N,N,Y,Y,N
197,International Medical Corps,inquiry@internationalmedicalcorps.org,https://internationalmedicalcorps.org/,N,Y,N,Y,Y,Y
198,International Organization for Women and Development,info@iowd.org,http://www.iowd.org/,Y,Y,N,Y,Y,N
199,International Relief Teams (IRT),info@irteams.org,https://irteams.org/,N,N,N,Y,Y,Y
200,International Rescue Committee (IRC),https://www.rescue.org/volunteer,http://www.rescue.org/,N,Y,N,Y,Y,Y
201,"International Services of Hope/Impact With God Crusades, Inc. (ISOH/IMPACT)",ministries@isohimpact.org,www.isohimpact.org,N,N,N,Y,N,Y
202,International Surgical Mission Support,N/A,http://ismission.org/,Y,N,N,Y,Y,N
203,International Surgical Missions,international_surgical_missions@yahoo.com,http://www.ismissions.com/,Y,N,N,Y,Y,N
204,International Volunteers in Urology (IVU),info@ivumed.org,http://www.ivumed.org,Y,N,N,Y,Y,N
205,InterServe,ea@ludlow.net,https://www.interserve.org/job/,N,Y,N,Y,Y,N
206,Island Impact,contact@islandimpact.net ,http://www.islandimpact.net,N,Y,N,Y,Y,N
207,Japanese Cleft Palate Foundation,yoshimot@med.showa-u.ac.jp,http://www.vietnamembassy-myanmar.org/vnemb.vn/tinkhac/ns071224105038,Y,Y,N,Y,Y,N
208,Junta de Beneficencia de Guayaquil,benefactorsofecuador@jbgye.org.ec,http://juntadebeneficencia.org.ec/,N,Y,N,N,Y,N
209,Kanu heart foundations- nigerian,info@kanuheartfoundationng.com,http://www.kanuheartfoundationng.com/,Y,Y,N,N,Y,N
210,Karen Relief and Development Fund,MST3@MAIL.COM,http://www.karenaid.org.uk/,N,Y,N,N,Y,N
211,Kashmir International Relief Fund,info@kirf.org,http://www.kirf.org/,N,Y,N,Y,Y,Y
212,"Kibagora Hospital (Rwanda, Africa)",info@kibogora.org,http://www.kibogora.org/,N,Y,N,N,Y,N
213,"Kijabe Hospital (Kijabe, Kenya) – Affiliated with Africa Inland Church",Info.kh@kijabe.net,http://www.kijabehospital.org/,N,Y,N,N,Y,N
214,Kwaljalein Hospital,N/A,http://www.kwajalein-school.com/highschool/aboutkwaj/kwaj_brochure/healthcare.htm,N,Y,N,N,Y,N
215,Kybele,Contact form only,http://www.kybeleworldwide.org/,N,N,N,Y,Y,N
216,"Lady Willingdon Hospital (Manali, Himachal Pradesh, India)",ranjit.christopher@gmail.com,http://www.manalihospital.com/,N,Y,N,N,Y,N
217,Lamjung District Community Hospital,info@hdcsnepal.org,http://www.hdcsnepal.org/index.php?pageName=about,N,Y,N,N,Y,N
218,LIGA International (Flying Doctors of Mercy),liga@ligainternational.org,http://www.ligainternational.org,N,N,N,Y,Y,N
219,Light for the World,eu@light-for-the-world.org,http://www.light-for-the-world.org/,N,N,N,Y,Y,N
220,Los Cabos Children’s Foundation,gregedwards.lccf@gmail.com ,http://www.loscaboschildren.org/index.php,N,N,N,Y,Y,N
221,"Lumiere Medical Ministries, Inc. (LMM)",service@lumiereministries.com,www.lumiereministries.com,N,Y,N,N,Y,N
222,Mae Tao Clinic,info@maetaoclinic.org,http://maetaoclinic.org/,N,Y,N,N,Y,N
223,Magna Children at Risk,magna@magnachildrenatrisk.org,http://www.magnachildrenatrisk.org/,N,Y,N,Y,Y,Y
224,Marine Reach,http://marinereach.com/contact/,http://www.marinereach.com/,N,N,Y,Y,Y,N
225,Maua Methodist Hospital,ceo@mckmauahospital.org,http://www.mckmauahospital.org/,N,Y,N,N,Y,N
226,Medecins du Monde,http://www.medecinsdumonde.org/Outils/Nous-contacter,http://www.medecinsdumonde.org/,N,Y,N,Y,Y,Y
227,Medecins Sans Frontieres,info@doctorswithoutborders.org,http://www.msf.org/,N,N,N,Y,Y,Y
228,Medical Aid for Palestinians,info@map-uk.org,http://www.map-uk.org/home/homepage,N,Y,N,Y,Y,Y
229,Medical Benevolence Foundation,info@mbfoundation.org,http://mbfoundation.org/,N,N,N,Y,Y,N
230,Medical Centers of West Africa MCWA,http://www.mcwestafrica.com/contact/,http://www.mcwanet.org/en/about_mcwa/,N,Y,N,N,Y,N
231,Medical Emergency Relief International (Merlin),hq@merlin.org.uk,www.merlin.org.uk,N,Y,N,Y,Y,Y
232,Medical Ministry International,mmitx@mmint.org,http://www.medicalministrytrips.org/,N,Y,N,Y,Y,N
233,Medical Missionaries,Webmaster@medmissionaries.org,http://www.medmissionaries.org/index.html,N,N,N,Y,Y,N
234,Medical Missionaries of Mary,mmmsrs179@cs.com,http://mmmworldwide.org/,N,Y,N,N,Y,N
235,Medical Missions for Children,info@mmfc.org,http://www.mmfc.org/index.htm,Y,N,N,Y,Y,N
